id,name,launch_date,cores,threads,bus_speed,base_frequency,turbo_frequency,cache_size,max_memory_size,max_temp
72,Intel Core i3-4100U,8/1/2013,2,4,5,1800,,3072,16777216,100
73,Intel Core i3-4010Y,8/1/2013,2,4,5,1300,,3072,16777216,100
74,Intel Core i3-4158U,8/1/2013,2,4,5,2000,,3072,16777216,100
75,Intel Core i3-4330TE,8/1/2013,2,4,5,2400,,4096,33554432,72
76,Intel Core i3-4340,8/1/2013,2,4,5,3600,,4096,33554432,66.8
77,Intel Core i3-4330T,8/1/2013,2,4,5,3000,,4096,33554432,66.4
78,Intel Core i3-4330,8/1/2013,2,4,5,3500,,4096,33554432,66.8
79,Intel Celeron N2910,8/1/2013,4,4,,1600,,2048,9216983.04,100
80,Intel Celeron N2810,8/1/2013,2,2,,2000,,1024,8388608,100
81,Intel Celeron N2805,8/1/2013,2,2,,1460,,1024,4194304,80
82,Intel Core i3-4130T,8/1/2013,2,4,5,2900,,3072,33554432,66.4
83,Intel Core i3-4130,8/1/2013,2,4,5,3400,,3072,33554432,72
84,Intel Core i3-4020Y,8/1/2013,2,4,5,1500,,3072,16777216,100
85,Intel Core i3-4012Y,8/1/2013,2,4,5,1500,,3072,16777216,100
86,Intel Core i3-4102E,8/1/2013,2,4,5,1600,,3072,16777216,100
87,Intel Core i3-4100E,8/1/2013,2,4,5,2400,,3072,16777216,100
88,Intel Core i3-4005U,8/1/2013,2,4,5,1700,,3072,16777216,100
89,Intel Atom C2530,8/1/2013,4,4,,1700,2400,2048,33554432,97
90,Intel Atom C2538,8/1/2013,4,4,,2400,,2048,67108864,
91,Intel Atom C2550,8/1/2013,4,4,,2400,2600,2048,67108864,96
92,Intel Atom C2558,8/1/2013,4,4,,2400,,2048,67108864,
93,Intel Atom C2718,8/1/2013,8,8,,2000,,4096,33554432,
94,Intel Atom C2730,8/1/2013,8,8,,1700,2400,4096,33554432,97
95,Intel Atom C2738,8/1/2013,8,8,,2400,,4096,67108864,
96,Intel Atom C2758,8/1/2013,8,8,,2400,,4096,67108864,
97,Intel Atom C2750,8/1/2013,8,8,,2400,2600,4096,67108864,97
98,Intel Celeron G1620T,8/1/2013,2,2,5,2400,,2048,33554432,
99,Intel Celeron G1630,8/1/2013,2,2,5,2800,,2048,33554432,
100,Intel Core i7-4820K,8/1/2013,4,8,5,3700,3900,10240,67108864,66.8
101,Intel Core i7-4930K,8/1/2013,6,12,5,3400,3900,12288,67108864,66.8
102,Intel Core i7-4960X,8/1/2013,6,12,5,3600,4000,15360,67108864,66.8
103,Intel Core i5-4200M,11/1/2013,2,4,5,2500,3100,3072,33554432,100
104,Intel Core i5-4330M,11/1/2013,2,4,5,2800,3500,3072,33554432,100
105,Intel Core i5-4300M,11/1/2013,2,4,5,2600,3300,3072,33554432,100
106,Intel Core i5-4200H,11/1/2013,2,4,5,2800,3400,3072,33554432,100
107,Intel Core i7-4600M,11/1/2013,2,4,5,2900,3600,4096,33554432,100
108,Intel Core i7-4960HQ,11/1/2013,4,8,5,2600,3800,6144,33554432,100
109,Intel Celeron J1900,11/1/2013,4,4,,2000,,2048,8388608,105
110,Intel Celeron J1800,11/1/2013,2,2,,2410,,1024,8388608,105
111,Intel Celeron N2806,11/1/2013,2,2,,1600,,1024,4194304,105
112,Intel Celeron N2815,11/1/2013,2,2,,1860,,1024,8388608,105
113,Intel Celeron N2820,11/1/2013,2,2,,2130,,1024,8388608,105
114,Intel Core i3-4100M,11/1/2013,2,4,5,2500,,3072,33554432,100
115,Intel Core i3-4000M,11/1/2013,2,4,5,2400,,3072,33554432,100
116,Intel Core i7-4810MQ,2/1/2014,4,8,5,2800,3800,6144,33554432,100
117,Intel Core i5-4360U,2/1/2014,2,4,5,1500,3000,3072,16777216,100
118,Intel Core i5-4310M,2/1/2014,2,4,5,2700,3400,3072,33554432,100
119,Intel Core i5-4310U,2/1/2014,2,4,5,2000,3000,3072,16777216,100
120,Intel Core i5-4340M,2/1/2014,2,4,5,2900,3600,3072,33554432,100
121,Intel Core i5-4402EC,2/1/2014,2,4,5,2500,,4096,33554432,100
122,Intel Core i7-4610M,2/1/2014,2,4,5,3000,3700,4096,33554432,100
123,Intel Core i7-4910MQ,2/1/2014,4,8,5,2900,3900,8192,33554432,100
124,Intel Core i7-4860HQ,2/1/2014,4,8,5,2400,3600,6144,33554432,100
125,Intel Core i7-4702EC,2/1/2014,4,8,5,2000,,8192,33554432,100
126,Intel Core i7-4700EC,2/1/2014,4,8,5,2700,,8192,33554432,100
127,Intel Celeron N2930,2/1/2014,4,4,,1830,,2048,8388608,100
128,Intel Celeron N2830,2/1/2014,2,2,,2160,,1024,8388608,100
129,Intel Celeron N2807,2/1/2014,2,2,,1580,,1024,4194304,105
130,Intel Celeron G1830,2/1/2014,2,2,5,2800,,2048,33554432,72
131,Intel Celeron G1820T,2/1/2014,2,2,5,2400,,2048,33554432,66.4
132,Intel Celeron G1820,2/1/2014,2,2,5,2700,,2048,33554432,72
133,Intel Celeron G1820TE,2/1/2014,2,2,5,2200,,2048,33554432,
134,Intel Core i7-4940MX,2/1/2014,4,8,5,3100,4000,8192,33554432,100
135,Intel Core i5-4260U,5/1/2014,2,4,5,1400,2700,3072,16777216,100
136,Intel Core i5-4410E,5/1/2014,2,4,5,2900,,3072,16777216,100
137,Intel Core i5-4422E,5/1/2014,2,4,5,1800,2900,3072,16777216,100
138,Intel Core i5-4210M,5/1/2014,2,4,5,2600,3200,3072,33554432,100
139,Intel Core i5-4210U,5/1/2014,2,4,5,1700,2700,3072,16777216,100
140,Intel Core i5-4220Y,5/1/2014,2,4,5,1600,2000,3072,16777216,100
141,Intel Core i5-4460T,5/1/2014,4,4,5,1900,2700,6144,33554432,66.35
142,Intel Core i5-4590T,5/1/2014,4,4,5,2000,3000,6144,33554432,66.35
143,Intel Core i5-4690T,5/1/2014,4,4,5,2500,3500,6144,33554432,71.45
144,Intel Core i5-4590,5/1/2014,4,4,5,3300,3700,6144,33554432,72.72
145,Intel Core i5-4590S,5/1/2014,4,4,5,3000,3700,6144,33554432,71.35
146,Intel Core i5-4460,5/1/2014,4,4,5,3200,3400,6144,33554432,72.72
147,Intel Core i5-4460S,5/1/2014,4,4,5,2900,3400,6144,33554432,71.35
148,Intel Core i5-4690S,5/1/2014,4,4,5,3200,3900,6144,33554432,71.35
149,Intel Core i5-4690K,5/1/2014,4,4,5,3500,3900,6144,33554432,72.72
150,Intel Core i7-4710HQ,5/1/2014,4,8,5,2500,3500,6144,33554432,100
151,Intel Core i7-4710MQ,5/1/2014,4,8,5,2500,3500,6144,33554432,100
152,Intel Core i7-4712HQ,5/1/2014,4,8,5,2300,3300,6144,33554432,100
153,Intel Core i7-4712MQ,5/1/2014,4,8,5,2300,3300,6144,33554432,100
154,Intel Core i7-4760HQ,5/1/2014,4,8,5,2100,3300,6144,33554432,100
155,Intel Core i7-4510U,5/1/2014,2,4,5,2000,3100,4096,16777216,100
156,Intel Core i7-4790,5/1/2014,4,8,5,3600,4000,8192,33554432,72.72
157,Intel Core i7-4790S,5/1/2014,4,8,5,3200,4000,8192,33554432,71.35
158,Intel Core i7-4790T,5/1/2014,4,8,5,2700,3900,8192,33554432,71.45
159,Intel Core i7-4785T,5/1/2014,4,8,5,2200,3200,8192,33554432,66.35
160,Intel Core i7-4790K,5/1/2014,4,8,5,4000,4400,8192,33554432,74.04
161,Intel Core i3-4030Y,5/1/2014,2,4,5,1600,,3072,16777216,100
162,Intel Core i3-4110E,5/1/2014,2,4,5,2600,,3072,33554432,100
163,Intel Core i3-4112E,5/1/2014,2,4,5,1800,,3072,33554432,100
164,Intel Core i3-4120U,5/1/2014,2,4,5,2000,,3072,16777216,100
165,Intel Core i3-4030U,5/1/2014,2,4,5,1900,,3072,16777216,100
166,Intel Core i3-4025U,5/1/2014,2,4,5,1900,,3072,16777216,100
167,Intel Core i3-4110M,5/1/2014,2,4,5,2600,,3072,33554432,100
168,Intel Core i3-4350,5/1/2014,2,4,5,3600,,4096,33554432,72
169,Intel Core i3-4360,5/1/2014,2,4,5,3700,,4096,33554432,72
170,Intel Core i3-4340TE,5/1/2014,2,4,5,2600,,4096,33554432,72
171,Intel Core i3-4150T,5/1/2014,2,4,5,3000,,3072,33554432,66.4
172,Intel Core i3-4150,5/1/2014,2,4,5,3500,,3072,33554432,72
173,Intel Core i3-4350T,5/1/2014,2,4,5,3100,,4096,33554432,66.4
174,Intel Atom C2508,5/1/2014,4,4,,1250,,2048,33554432,85
175,Intel Atom C2308,5/1/2014,2,2,,1250,,1024,16777216,85
176,Intel Celeron G1840T,5/1/2014,2,2,5,2500,,2048,33554432,66.4
177,Intel Celeron G1840,5/1/2014,2,2,5,2800,,2048,33554432,72
178,Intel Celeron G1850,5/1/2014,2,2,5,2900,,2048,33554432,72
179,Intel Core i5-4210H,8/1/2014,2,4,5,2900,3500,3072,33554432,100
180,Intel Core i5-4278U,8/1/2014,2,4,5,2600,3100,3072,16777216,100
181,Intel Core i5-4308U,8/1/2014,2,4,5,2800,3300,3072,16777216,100
182,Intel Core i7-4870HQ,8/1/2014,4,8,5,2500,3700,6144,33554432,100
183,Intel Core i7-4578U,8/1/2014,2,4,5,3000,3500,4096,16777216,100
184,Intel Core i7-4770HQ,8/1/2014,4,8,5,2200,3400,6144,33554432,100
185,Intel Core i7-4980HQ,8/1/2014,4,8,5,2800,4000,6144,33554432,100
186,Intel Celeron N2940,8/1/2014,4,4,,1830,,2048,8388608,100
187,Intel Celeron N2840,8/1/2014,2,2,,2160,,1024,8388608,100
188,Intel Celeron N2808,8/1/2014,2,2,,1580,,1024,4194304,100
189,Intel Core i3-4360T,8/1/2014,2,4,5,3200,,4096,33554432,66.4
190,Intel Core i3-4370,8/1/2014,2,4,5,3800,,4096,33554432,66.4
191,Intel Core i3-4160T,8/1/2014,2,4,5,3100,,3072,33554432,66.4
192,Intel Core i3-4160,8/1/2014,2,4,5,3600,,3072,33554432,72
193,Intel Core i7-5820K,8/1/2014,6,12,0,3300,3600,15360,67108864,66.8
194,Intel Core i7-5930K,8/1/2014,6,12,0,3500,3700,15360,67108864,66.8
195,Intel Core i7-5960X,8/1/2014,8,16,0,3000,3500,20480,67108864,66.8
196,Intel Core i7-4720HQ,2/1/2015,4,8,5,2600,3600,6144,33554432,100
197,Intel Core i7-4722HQ,2/1/2015,4,8,5,2400,3400,6144,33554432,100
198,Intel Core i7-5550U,2/1/2015,2,4,5,2000,3000,4096,16777216,105
199,Intel Core i7-5557U,2/1/2015,2,4,5,3100,3400,4096,16777216,105
200,Intel Core i7-5650U,2/1/2015,2,4,5,2200,3100,4096,16777216,105
201,Intel Core i7-5500U,2/1/2015,2,4,5,2400,3000,4096,16777216,105
202,Intel Core i7-5600U,2/1/2015,2,4,5,2600,3200,4096,16777216,105
203,Intel Core i5-5300U,2/1/2015,2,4,5,2300,2900,3072,16777216,105
204,Intel Core i5-5200U,2/1/2015,2,4,5,2200,2700,3072,16777216,105
205,Intel Core i5-5350U,2/1/2015,2,4,5,1800,2900,3072,16777216,105
206,Intel Core i5-5287U,2/1/2015,2,4,5,2900,3300,3072,16777216,105
207,Intel Core i5-5250U,2/1/2015,2,4,5,1600,2700,3072,16777216,105
208,Intel Core i5-5257U,2/1/2015,2,4,5,2700,3100,3072,16777216,105
209,Intel Celeron N3050,2/1/2015,2,2,,1600,,2048,8388608,90
210,Intel Celeron N3150,2/1/2015,4,4,,1600,,2048,8388608,90
211,Intel Celeron N3000,2/1/2015,2,2,,1040,,2048,8388608,90
212,Intel Core i3-4170,2/1/2015,2,4,5,3700,,3072,33554432,72
213,Intel Core i3-4370T,2/1/2015,2,4,5,3300,,4096,33554432,66.4
214,Intel Core i3-4170T,2/1/2015,2,4,5,3200,,3072,33554432,66.4
215,Intel Core i3-5010U,2/1/2015,2,4,5,2100,,3072,16777216,105
216,Intel Core i3-5005U,2/1/2015,2,4,5,2000,,3072,16777216,105
217,Intel Core i3-5157U,2/1/2015,2,4,5,2500,,3072,16777216,105
218,Intel Core i3-5015U,2/1/2015,2,4,5,2100,,3072,16777216,105
219,Intel Core i3-5020U,2/1/2015,2,4,5,2200,,3072,16777216,105
220,Intel Xeon D-1540,2/1/2015,8,16,,2000,2600,12288,134217728,80
221,Intel Xeon D-1520,2/1/2015,4,8,,2200,2600,6144,134217728,80
222,Intel Core i7-5850EQ,5/1/2015,4,8,5,2700,3400,6144,33554432,105
223,Intel Core i5-5350H,5/1/2015,2,4,5,3100,3500,4096,33554432,105
224,Intel Core i5-5575R,5/1/2015,4,,5,2800,3300,4096,33554432,
225,Intel Core i5-5675R,5/1/2015,4,,5,3100,3600,4096,33554432,
226,Intel Core i5-5675C,5/1/2015,4,,5,3100,3600,4096,33554432,
227,Intel Core i7-5700EQ,5/1/2015,4,8,5,2600,3400,6144,33554432,105
228,Intel Core i7-5775C,5/1/2015,4,8,5,3300,3700,6144,33554432,
229,Intel Core i7-5850HQ,5/1/2015,4,8,5,2700,3600,6144,33554432,105
230,Intel Core i7-5775R,5/1/2015,4,8,5,3300,3800,6144,33554432,
231,Intel Core i7-5750HQ,5/1/2015,4,8,5,2500,3400,6144,33554432,105
232,Intel Core i7-5700HQ,5/1/2015,4,8,5,2700,3500,6144,33554432,105
233,Intel Core i7-5950HQ,5/1/2015,4,8,5,2900,3800,6144,33554432,105
234,Intel Core i7-6700,8/1/2015,4,8,8,3400,4000,8192,67108864,71
235,Intel Core i5-6600K,8/1/2015,4,4,8,3500,3900,6144,67108864,64
236,Intel Core i5-6600,8/1/2015,4,4,8,3300,3900,6144,67108864,71
237,Intel Core i5-6400T,8/1/2015,4,4,8,2200,2800,6144,67108864,66
238,Intel Core i5-6400,8/1/2015,4,4,8,2700,3300,6144,67108864,71
239,Intel Core i5-6500T,8/1/2015,4,4,8,2500,3100,6144,67108864,66
240,Intel Core i5-6600T,8/1/2015,4,4,8,2700,3500,6144,67108864,66
241,Intel Core i5-6500,8/1/2015,4,4,8,3200,3600,6144,67108864,71
242,Intel Core i5-6267U,8/1/2015,2,4,4,2900,3300,4096,33554432,100
243,Intel Core i5-6260U,8/1/2015,2,4,4,1800,2900,4096,33554432,100
244,Intel Core i5-6360U,8/1/2015,2,4,4,2000,3100,4096,33554432,100
245,Intel Core i5-6440HQ,8/1/2015,4,4,8,2600,3500,6144,67108864,100
246,Intel Core i5-6300HQ,8/1/2015,4,4,8,2300,3200,6144,67108864,100
247,Intel Core i5-6300U,8/1/2015,2,4,4,2400,3000,3072,33554432,100
248,Intel Core i5-6200U,8/1/2015,2,4,4,2300,2800,3072,33554432,100
249,Intel Core i5-6287U,8/1/2015,2,4,4,3100,3500,4096,33554432,100
250,Intel Core i7-6567U,8/1/2015,2,4,4,3300,3600,4096,33554432,100
251,Intel Core i7-6700K,8/1/2015,4,8,8,4000,4200,8192,67108864,64
252,Intel Core i7-6700T,8/1/2015,4,8,8,2800,3600,8192,67108864,66
253,Intel Core i7-6650U,8/1/2015,2,4,4,2200,3400,4096,33554432,100
254,Intel Core i7-6600U,8/1/2015,2,4,4,2600,3400,4096,33554432,100
255,Intel Core i7-6560U,8/1/2015,2,4,4,2200,3200,4096,33554432,100
256,Intel Core i7-6920HQ,8/1/2015,4,8,8,2900,3800,8192,67108864,100
257,Intel Core i7-6820HQ,8/1/2015,4,8,8,2700,3600,8192,67108864,100
258,Intel Core i7-6820HK,8/1/2015,4,8,8,2700,3600,8192,67108864,100
259,Intel Core i7-6700HQ,8/1/2015,4,8,8,2600,3500,6144,67108864,100
260,Intel Core i7-6500U,8/1/2015,2,4,4,2500,3100,4096,33554432,100
261,Intel Core i3-6300,8/1/2015,2,4,8,3800,,4096,67108864,65
262,Intel Core i3-6320,8/1/2015,2,4,8,3900,,4096,67108864,65
263,Intel Core i3-6100T,8/1/2015,2,4,8,3200,,3072,67108864,66
264,Intel Core i3-6300T,8/1/2015,2,4,8,3300,,4096,67108864,66
265,Intel Core i3-6167U,8/1/2015,2,4,4,2700,,3072,33554432,100
266,Intel Core i3-6100U,8/1/2015,2,4,4,2300,,3072,33554432,100
267,Intel Core i3-6100H,8/1/2015,2,4,8,2700,,3072,67108864,100
268,Intel Core i5-6440EQ,11/1/2015,4,4,8,2700,3400,6144,67108864,100
269,Intel Core i5-6442EQ,11/1/2015,4,4,8,1900,2700,6144,67108864,100
270,Intel Core i5-6500TE,11/1/2015,4,4,8,2300,3300,6144,67108864,
271,Intel Core i5-6402P,11/1/2015,4,4,8,2800,3400,6144,67108864,71
272,Intel Core i5-6198DU,11/1/2015,2,4,,2300,2800,3072,33554432,100
273,Intel Core i7-6820EQ,11/1/2015,4,8,8,2800,3500,8192,67108864,100
274,Intel Core i7-6822EQ,11/1/2015,4,8,8,2000,2800,8192,67108864,100
275,Intel Core i7-6700TE,11/1/2015,4,8,8,2400,3400,8192,67108864,
276,Intel Core i7-6498DU,11/1/2015,2,4,,2500,3100,4096,33554432,100
277,Intel Core i3-6100TE,11/1/2015,2,4,8,2700,,4096,67108864,
278,Intel Core i3-6100E,11/1/2015,2,4,8,2700,,3072,67108864,100
279,Intel Core i3-6098P,11/1/2015,2,4,8,3600,,3072,67108864,66
280,Intel Celeron G3900,11/1/2015,2,2,8,2800,,2048,67108864,
281,Intel Celeron G3900T,11/1/2015,2,2,8,2600,,2048,67108864,
282,Intel Celeron G3920,11/1/2015,2,2,8,2900,,2048,67108864,
283,Intel Celeron G3900TE,11/1/2015,2,2,8,2300,,2048,67108864,
284,Intel Xeon D-1527,11/1/2015,4,8,,2200,2700,6144,134217728,
285,Intel Xeon D-1537,11/1/2015,8,16,,1700,2300,12288,134217728,
286,Intel Xeon D-1528,11/1/2015,6,12,,1900,2500,9216,134217728,
287,Intel Xeon D-1541,11/1/2015,8,16,,2100,2700,12288,134217728,
288,Intel Xeon D-1518,11/1/2015,4,8,,2200,2200,6144,134217728,
289,Intel Xeon D-1521,11/1/2015,4,8,,2400,2700,6144,134217728,
290,Intel Xeon D-1548,11/1/2015,8,16,,2000,2600,12288,134217728,
291,Intel Xeon D-1531,11/1/2015,6,12,,2200,2700,9216,134217728,
292,Intel Celeron J3160,2/1/2016,4,4,,1600,,2048,8388608,90
293,Intel Celeron J3060,2/1/2016,2,2,,1600,,2048,8388608,90
294,Intel Core i5-6350HQ,2/1/2016,4,4,8,2300,3200,6144,67108864,100
295,Intel Core i7-6970HQ,2/1/2016,4,8,8,2800,3700,8192,67108864,100
296,Intel Core i7-6870HQ,2/1/2016,4,8,8,2700,3600,8192,67108864,100
297,Intel Core i7-6770HQ,2/1/2016,4,8,8,2600,3500,6144,67108864,100
298,Intel Core i7-6660U,2/1/2016,2,4,4,2400,3400,4096,33554432,100
299,Intel Celeron N3060,2/1/2016,2,2,,1600,,2048,8388608,90
300,Intel Celeron N3160,2/1/2016,4,4,,1600,,2048,8388608,90
301,Intel Celeron N3010,2/1/2016,2,2,,1040,,2048,8388608,90
302,Intel Celeron G3900E,2/1/2016,2,2,8,2400,,2048,67108864,100
303,Intel Celeron G3902E,2/1/2016,2,2,8,1600,,2048,67108864,100
304,Intel Xeon D-1577,2/1/2016,16,32,,1300,2100,24576,134217728,
305,Intel Xeon D-1571,2/1/2016,16,32,,1300,2100,24576,134217728,
306,Intel Xeon D-1581,2/1/2016,16,32,,1800,2400,24576,134217728,
307,Intel Xeon D-1587,2/1/2016,16,32,,1700,2300,24576,134217728,
308,Intel Xeon D-1567,2/1/2016,12,24,,2100,2700,18432,134217728,
309,Intel Xeon D-1557,2/1/2016,12,24,,1500,2100,18432,134217728,
310,Intel Core i5-6585R,5/1/2016,4,4,8,2800,3600,6144,67108864,71
311,Intel Core i5-6685R,5/1/2016,4,4,8,3200,3800,6144,67108864,71
312,Intel Core i7-6785R,5/1/2016,4,8,8,3300,3900,8192,67108864,71
313,Intel Core i7-6850K,5/1/2016,6,12,,3600,3800,15360,134217728,67.2
314,Intel Core i7-6800K,5/1/2016,6,12,,3400,3600,15360,134217728,67.2
315,Intel Core i7-6900K,5/1/2016,8,16,,3200,3700,20480,134217728,67.2
316,Intel Core i7-6950X,5/1/2016,10,20,,3000,3500,25600,134217728,67.3
317,Intel Xeon D-1539,5/1/2016,8,16,,1600,2200,12288,134217728,85
318,Intel Xeon D-1529,5/1/2016,4,8,,1300,1300,6144,134217728,85
319,Intel Xeon D-1559,5/1/2016,12,24,,1500,2100,18432,134217728,85
320,Intel Celeron J3355,8/1/2016,2,2,,2000,,2048,8388608,105
321,Intel Celeron J3455,8/1/2016,4,4,,1500,,2048,8388608,105
322,Intel Core i5-7200U,8/1/2016,2,4,4,2500,3100,3072,33554432,100
323,Intel Core i5-7Y54,8/1/2016,2,4,4,1200,3200,4096,16777216,100
324,Intel Core i7-7Y75,8/1/2016,2,4,4,1300,3600,4096,16777216,100
325,Intel Core i7-7500U,8/1/2016,2,4,4,2700,3500,4096,33554432,100
326,Intel Celeron N3450,8/1/2016,4,4,,1100,,2048,8388608,105
327,Intel Celeron N3350,8/1/2016,2,2,,1100,,2048,8388608,105
328,Intel Core i3-6157U,8/1/2016,2,4,4,2400,,3072,33554432,100
329,Intel Core i3-7100U,8/1/2016,2,4,4,2400,,3072,33554432,100
330,Intel Core i3-6006U,11/1/2016,2,4,4,2000,,3072,33554432,100
331,Intel Core i5-7360U,2/1/2017,2,4,4,2300,3600,4096,33554432,100
332,Intel Core i5-7442EQ,2/1/2017,4,4,,2100,2900,6144,67108864,100
333,Intel Core i5-7287U,2/1/2017,2,4,4,3300,3700,4096,33554432,100
334,Intel Core i5-7267U,2/1/2017,2,4,4,3100,3500,4096,33554432,100
335,Intel Core i5-7440EQ,2/1/2017,4,4,8,2900,3600,6144,67108864,100
336,Intel Core i5-7300U,2/1/2017,2,4,4,2600,3500,3072,33554432,100
337,Intel Core i5-7Y57,2/1/2017,2,4,4,1200,3300,4096,16777216,100
338,Intel Core i5-7260U,2/1/2017,2,4,,2200,3400,4096,33554432,100
339,Intel Core i5-7300HQ,2/1/2017,4,4,8,2500,3500,6144,67108864,100
340,Intel Core i5-7400T,2/1/2017,4,4,8,2400,3000,6144,67108864,80
341,Intel Core i5-7600T,2/1/2017,4,4,8,2800,3700,6144,67108864,80
342,Intel Core i5-7600,2/1/2017,4,4,8,3500,4100,6144,67108864,100
343,Intel Core i5-7400,2/1/2017,4,4,8,3000,3500,6144,67108864,100
344,Intel Core i5-7600K,2/1/2017,4,4,8,3800,4200,6144,67108864,100
345,Intel Core i5-7500,2/1/2017,4,4,8,3400,3800,6144,67108864,100
346,Intel Core i5-7500T,2/1/2017,4,4,8,2700,3300,6144,67108864,80
347,Intel Core i5-7440HQ,2/1/2017,4,4,8,2800,3800,6144,67108864,100
348,Intel Core i7-7700T,2/1/2017,4,8,8,2900,3800,8192,67108864,80
349,Intel Core i7-7820EQ,2/1/2017,4,8,,3000,3700,8192,67108864,100
350,Intel Core i7-7700,2/1/2017,4,8,8,3600,4200,8192,67108864,100
351,Intel Core i7-7700K,2/1/2017,4,8,8,4200,4500,8192,67108864,100
352,Intel Core i7-7700HQ,2/1/2017,4,8,8,2800,3800,6144,67108864,100
353,Intel Core i7-7920HQ,2/1/2017,4,8,8,3100,4100,8192,67108864,100
354,Intel Core i7-7820HK,2/1/2017,4,8,8,2900,3900,8192,67108864,100
355,Intel Core i7-7600U,2/1/2017,2,4,4,2800,3900,4096,33554432,100
356,Intel Core i7-7820HQ,2/1/2017,4,8,8,2900,3900,8192,67108864,100
357,Intel Core i7-7660U,2/1/2017,2,4,4,2500,4000,4096,33554432,100
358,Intel Core i7-7560U,2/1/2017,2,4,,2400,3800,4096,33554432,100
359,Intel Core i7-7567U,2/1/2017,2,4,4,3500,4000,4096,33554432,100
360,Intel Core i3-7102E,2/1/2017,2,4,,2100,,3072,67108864,100
361,Intel Core i3-7101TE,2/1/2017,2,4,8,3400,,3072,67108864,88
362,Intel Core i3-7100H,2/1/2017,2,4,8,3000,,3072,67108864,100
363,Intel Core i3-7101E,2/1/2017,2,4,,3900,,3072,67108864,100
364,Intel Core i3-7100E,2/1/2017,2,4,,2900,,3072,67108864,100
365,Intel Core i3-7100,2/1/2017,2,4,8,3900,,3072,67108864,100
366,Intel Core i3-7300T,2/1/2017,2,4,8,3500,,4096,67108864,92
367,Intel Atom C3338,2/1/2017,2,2,,1500,2200,4096,134217728,89
368,Intel Pentium Gold 4410Y,2/1/2017,2,4,4,1500,,2048,16777216,100
369,Intel Pentium Gold 4415U,2/1/2017,2,4,4,2300,,2048,33554432,100
370,Intel Core i3-7300,2/1/2017,2,4,8,4000,,4096,67108864,100
371,Intel Core i3-7320,2/1/2017,2,4,8,4100,,4096,67108864,100
372,Intel Core i3-7100T,2/1/2017,2,4,8,3400,,3072,67108864,92
373,Intel Core i3-7350K,2/1/2017,2,4,8,4200,,4096,67108864,100
374,Intel Core i3-7167U,2/1/2017,2,4,4,2800,,3072,33554432,100
375,Intel Celeron G3930,2/1/2017,2,2,8,2900,,2048,67108864,100
376,Intel Celeron G3930T,2/1/2017,2,2,8,2700,,2048,67108864,92
377,Intel Pentium Gold 4415Y,5/1/2017,2,4,4,1600,,2048,16777216,100
378,Intel Core i3-7130U,5/1/2017,2,4,4,2700,,3072,33554432,100
379,Intel Celeron G3930E,5/1/2017,2,2,,2900,,2048,67108864,100
380,Intel Celeron G3930TE,5/1/2017,2,2,,2700,,2048,67108864,88
381,Intel Core i7-7820X,5/1/2017,8,16,8,3600,4300,11264,134217728,99
382,Intel Core i7-7740X,5/1/2017,4,8,8,4300,4500,8192,67108864,100
383,Intel Core i7-7800X,5/1/2017,6,12,8,3500,4000,8448,134217728,100
384,Intel Core i9-7900X,5/1/2017,10,20,8,3300,4300,14080,134217728,95
385,Intel Core i5-7640X,5/1/2017,4,,8,4000,4200,6144,67108864,100
386,Intel Xeon Gold 6135,8/1/2017,8,16,,3400,4200,25600,805306368,
387,Intel Xeon Gold 6137,8/1/2017,8,16,,3900,4100,25600,805306368,
388,Intel Xeon Gold 6143,8/1/2017,16,32,,2800,4000,22528,805306368,74
389,Intel Xeon Gold 5117,8/1/2017,14,28,,2000,2800,19712,805306368,
390,Intel Xeon Gold 6132,8/1/2017,14,28,,2600,3700,19712,805306368,86
391,Intel Xeon Gold 6138T,8/1/2017,20,40,,2000,3700,28160,805306368,94
392,Intel Xeon Gold 6130T,8/1/2017,16,32,,2100,3700,22528,805306368,92
393,Intel Xeon Gold 6126T,8/1/2017,12,24,,2600,3700,19712,805306368,89
394,Intel Xeon Gold 6142F,8/1/2017,16,32,,2600,3700,22528,805306368,87
395,Intel Xeon Gold 6138F,8/1/2017,20,40,,2000,3700,28160,805306368,87
396,Intel Xeon Gold 6130F,8/1/2017,16,32,,2100,3700,22528,805306368,87
397,Intel Xeon Gold 6154,8/1/2017,18,36,,3000,3700,25344,805306368,82
398,Intel Xeon Gold 6148F,8/1/2017,20,40,,2400,3700,28160,805306368,87
399,Intel Xeon Gold 6146,8/1/2017,12,24,,3200,4200,25344,805306368,76
400,Intel Xeon Gold 6144,8/1/2017,8,16,,3500,4200,25344,805306368,75
401,Intel Xeon Gold 5117F,8/1/2017,14,28,,2000,2800,19712,805306368,81
402,Intel Xeon Gold 5119T,8/1/2017,14,28,,1900,3200,19712,805306368,90
403,Intel Xeon Gold 6126F,8/1/2017,12,24,,2600,3700,19712,805306368,86
404,Intel Xeon Gold 5120,8/1/2017,14,28,,2200,3200,19712,805306368,81
405,Intel Xeon Gold 5118,8/1/2017,12,24,,2300,3200,16896,805306368,81
406,Intel Xeon Gold 5122,8/1/2017,4,8,,3600,3700,16896,805306368,71
407,Intel Xeon Gold 6138,8/1/2017,20,40,,2000,3700,28160,805306368,86
408,Intel Xeon Gold 5120T,8/1/2017,14,28,,2200,3200,19712,805306368,89
